,initial_investment,subsequent_investment,total_net_assets,year_to_date_return,week52_high,week52_low,fund_yield,morningstar_overall_rating,morningstar_risk_rating,annual_holdings_turnover,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,asset_cash,fund_sector_basic_materials,fund_sector_utilities,fund_sector_technology,fund_sector_real_estate,fund_sector_industrials,fund_sector_healthcare,fund_sector_financial_services,fund_sector_energy,fund_sector_consumer_defensive,fund_sector_consumer_cyclical,fund_sector_communication_services,fund_price_earning_ratio,fund_price_sales_ratio,fund_year3_earnings_growth,fund_bond_maturity,morningstar_return_rating,fund_return_ytd,fund_return_3years,fund_return_5years,fund_return_10years,environment_score,esg_score,sustainability_rank,governance_score
fund_bond_maturity,-0.014360955161640362,-0.013794863914361138,-0.052294043244268014,-0.34506912724497274,-0.1865607089697552,-0.1702843905257634,0.1886434138290146,0.058515094407312875,0.10386728096801798,0.018463442496420655,-0.15159047936171244,-0.2248211782859405,-0.052694560375832096,-0.05704586088494909,-0.03864684942703827,-0.06433555287512951,-0.08056542915304374,-0.020285240810585234,-0.30368495070078905,-0.08486474124898025,-0.23687400399791106,-0.2396765538147546,-0.16160894544383064,0.00684110674810473,-0.15001038049287424,-0.23547418088124222,-0.15828724568909197,-0.3758368625960726,-0.27429092494530394,-0.2323207282943699,1.0,0.06553859569330915,-0.3451282788149557,-0.18695901966586015,-0.17698833698867072,-0.14239798229068978,-0.27363803159195493,-0.42824378886432507,-0.32286017339765527,-0.29800661497818226
morningstar_return_rating,-0.00907041012654168,-0.0013247549292426896,0.09511905732778565,0.08207194301279802,0.10350085744466835,0.10693568090244461,0.07074943187778207,0.9424842457839082,0.5458375298944566,-0.011911920666800618,-0.17262517635801997,0.09766186069634078,-0.10388831753165911,-0.10963314487991838,-0.08061485536242688,-0.11510025992223126,-0.009735145902450311,-0.01224876438734712,0.057955770118651904,0.0077675952980840015,-0.011288901607305326,0.013948450882535017,-0.00047265892425532607,0.02484731361586512,-0.045119071778604386,0.04065036366962859,0.03897442564604768,0.04701478855753163,0.09836851859077424,0.031866973780227986,0.06553859569330915,1.0,0.08207541106471265,0.43604965150668434,0.32073365519921765,0.244050733839787,0.023262975824052932,0.06094437530457559,0.048176741789986634,0.048909532160738865
fund_return_ytd,-0.01160749380372129,-0.014701297313463563,0.02048682510272675,0.9999173260067993,0.2266290883096448,0.19276860389497372,-0.07384284358573259,0.059850181085881096,0.11043598411872663,-0.10826314679032524,0.07605569634480229,0.11492929476068811,0.029879906028258175,0.054055902119764604,0.02865200173914419,-0.17378297646075766,0.04532538576989775,-0.011216349290150392,0.329159969811789,0.2489442671846149,0.3481234810093944,0.24432969875077715,0.2933003995872963,0.05647031701261593,0.13557049923020176,0.24219578720966967,0.136569019180372,0.4751605273108652,0.3207529336414503,0.33238042615174984,-0.3451282788149557,0.08207541106471265,1.0,0.4074633817745341,0.3750173154172868,0.35412852923286264,0.3497613573443088,0.5574804902323832,0.43419831467836595,0.3824024842520052
fund_return_3years,-0.02700113219816039,-0.015892352231067712,0.08380943820493637,0.40731628103063633,0.32554550738746735,0.3090277155249935,-0.18007920957882226,0.43211893489541936,0.26854019692275627,-0.10593778277788848,-0.020150197898453296,0.05463495731693239,-0.04176598957856127,-0.034541885562126555,-0.027043426907799428,-0.24710989183176765,0.01394556983728134,-0.01962973288045196,0.5644015606988322,0.03706881812127948,0.18594174367359004,0.3350821268024143,0.10129560632402344,-0.1627848770577944,0.06605646114368506,0.31631801996912506,0.2531854419468546,0.5216089233730199,0.4539689176602882,0.43907892615316246,-0.18695901966586015,0.43604965150668434,0.4074633817745341,1.0,0.7672026390781098,0.5890693723831331,0.19222873354983244,0.4103518654766846,0.2733656979131339,0.36629695896789005
fund_return_5years,-0.03447622634817058,-0.007858249831614646,0.0950890103812912,0.3748373234531278,0.32364806766236454,0.3090241234175708,-0.14516614654013407,0.3160926754688778,0.2313968365156432,-0.09393747302513433,0.046040368859986726,0.08687866069071332,-0.050950043747050165,-0.05714180006787936,-0.04037887014306711,-0.23748217534968383,0.04849654156669973,-0.012093671870099935,0.4590064138903635,0.01400825340970523,0.18943734817833147,0.26081546754152507,0.12372651537842104,-0.10972759647115155,0.06914340559694036,0.2576913887970934,0.20696920537682223,0.4251940994288472,0.3552108869834811,0.3650781455954717,-0.17698833698867072,0.32073365519921765,0.3750173154172868,0.7672026390781098,1.0,0.7624033875380967,0.18855122236554803,0.37658651466371573,0.26217911264964017,0.3101672690874789
fund_return_10years,-0.02870910527108396,-0.014875102093417589,0.11448349319185108,0.3542035121873532,0.29394832691319256,0.2866964303759265,-0.14725272791287797,0.234303084368573,0.20542601835564456,-0.08364532130927575,0.059113657261881815,0.07159005106322658,-0.029428213169395378,-0.03795191918644589,-0.029989647593071978,-0.2128587892124227,-0.0603330938317171,-0.008048934710752818,0.34807450546976626,0.013742856573090923,0.16612926601162087,0.2701836362150601,0.1100692743028464,-0.08698784182905824,0.044820972878390104,0.19894308174253247,0.15279933469475732,0.33896714377467285,0.27014213304230106,0.28692603847455195,-0.14239798229068978,0.244050733839787,0.35412852923286264,0.5890693723831331,0.7624033875380967,1.0,0.10583627077517001,0.2952318743626796,0.2177946363093095,0.23484053914725
environment_score,-0.008533109404030745,-0.027215208226210937,0.06699269082644241,0.3497677428553125,0.10604799772176582,0.09817550992936176,-0.11394772567669048,0.035210310398449386,-0.0010089581363401643,-0.08218686237352019,0.057226019219906665,0.018342281757386114,0.02175704192738946,0.043728928749300545,0.025178731015709943,-0.08851386844622831,0.33618650689421375,0.1835109797805109,0.24298885590798944,0.08875874190012649,0.23838420693558462,0.1442960200687502,0.2145828899991884,0.01414642769954196,0.26539937921309376,0.19899661540465824,0.18928461950783138,0.40223786871832645,0.22713551190640133,0.22099085160912002,-0.27363803159195493,0.023262975824052932,0.3497613573443088,0.19222873354983244,0.18855122236554803,0.10583627077517001,1.0,0.6787888630405892,0.5698800720273209,0.8342424652021044
esg_score,-0.014529347492230435,-0.02483641137329087,0.05338495717481157,0.5574266416767887,0.23472855049897853,0.21498077798987383,-0.25560200128577015,0.06788976691850376,0.034442638264437976,-0.11137598612614527,0.1387605227436241,0.16466111963824584,0.04263049838344769,0.07887427758662886,0.049949396301830595,-0.1553117184045478,0.20529690496321318,0.07382474073725628,0.48661680636347865,0.049410533386513016,0.4522264889506937,0.4385766543327588,0.33516359034855614,-0.049099082231366754,0.2577143743456345,0.4100549415261353,0.22562302933398304,0.5884013397440451,0.33736713912407157,0.4059573538197016,-0.42824378886432507,0.06094437530457559,0.5574804902323832,0.4103518654766846,0.37658651466371573,0.2952318743626796,0.6787888630405892,1.0,0.7914733574395737,0.7221325915156809
sustainability_rank,-0.009764565907282622,-0.021259194190471724,0.10563012146363494,0.4341183115753093,0.16018999496636455,0.14859585288592397,-0.1500603934714155,0.03622854110771562,0.09758943478730717,-0.09185148208896339,0.06613479771231451,0.06179198797989892,0.02436972942822569,0.042544912067785025,0.024088766306289346,-0.1155252036780835,0.15735547569766178,0.07232339894961397,0.2889946381237925,0.10438741771031716,0.32282515093878006,0.3220111848267232,0.2884792809017009,-0.026801967802313385,0.2029955919328351,0.27475365994425327,0.18781576108586537,0.39723270818415485,0.2332578798790402,0.2364965701704601,-0.32286017339765527,0.048176741789986634,0.43419831467836595,0.2733656979131339,0.26217911264964017,0.2177946363093095,0.5698800720273209,0.7914733574395737,1.0,0.5775108592121929
governance_score,-0.0065618539511115796,-0.029368412975942403,0.09395296467123465,0.38234051227006244,0.18184725317648012,0.17567619212214344,-0.19831863590926466,0.06017879502005303,-0.003147931224974909,-0.10335565601559574,0.03116406072047981,-0.045310631207017275,0.020044024060801163,0.04147004370056857,0.021347839135090904,-0.10692304121554146,0.12641944241390476,0.048656129349030935,0.461259353462443,0.029066724519249312,0.2261731521515328,0.29736150541892864,0.3241318339583871,-0.11277089085668839,0.28879958952619295,0.32683940370333736,0.36622653638047525,0.5489579588240153,0.34381352468706494,0.41185879196437486,-0.29800661497818226,0.048909532160738865,0.3824024842520052,0.36629695896789005,0.3101672690874789,0.23484053914725,0.8342424652021044,0.7221325915156809,0.5775108592121929,1.0
