,initial_investment,subsequent_investment,total_net_assets,year_to_date_return,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,morningstar_overall_rating,morningstar_risk_rating,last_dividend,last_cap_gain,annual_holdings_turnover,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,fund_prospectus_net_expense_ratio,fund_prospectus_gross_expense_ratio,fund_max_12b1_fee,fund_max_front_end_sales_load,category_max_front_end_sales_load,fund_max_deferred_sales_load,category_max_deferred_sales_load,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,asset_cash,asset_stocks,asset_bonds,asset_others,asset_preferred,asset_convertible,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,category_price_book_ratio,fund_price_cashflow_ratio,category_price_cashflow_ratio,fund_price_earning_ratio,category_price_earning_ratio,fund_price_sales_ratio,category_price_sales_ratio,fund_median_market_cap,category_median_market_cap,fund_year3_earnings_growth,category_year3_earnings_growth,fund_bond_maturity,category_bond_maturity,fund_bond_duration,category_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings_total_assets,morningstar_return_rating,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_last_bull_market,category_return_last_bull_market,fund_return_last_bear_market,category_return_last_bear_market,years_up,years_down,fund_return_2020,category_return_2020,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,fund_return_2009,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,quarters_up,quarters_down,fund_return_2021_q3,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,fund_return_2015_q3,fund_return_2015_q2,fund_return_2015_q1,fund_return_2014_q4,fund_return_2014_q3,fund_return_2014_q2,fund_return_2014_q1,fund_return_2013_q4,fund_return_2013_q3,fund_return_2013_q2,fund_return_2013_q1,fund_return_2012_q4,fund_return_2012_q3,fund_return_2012_q2,fund_return_2012_q1,fund_return_2011_q4,fund_return_2011_q3,fund_return_2011_q2,fund_return_2011_q1,fund_return_2010_q4,fund_return_2010_q3,fund_return_2010_q2,fund_return_2010_q1,fund_return_2009_q4,fund_return_2009_q3,fund_return_2009_q2,fund_return_2009_q1,fund_return_2008_q4,fund_return_2008_q3,fund_return_2008_q2,fund_return_2008_q1,fund_return_2007_q4,fund_return_2007_q3,fund_return_2007_q2,fund_return_2007_q1,fund_return_2006_q4,fund_return_2006_q3,fund_return_2006_q2,fund_return_2006_q1,fund_return_2005_q4,fund_return_2005_q3,fund_return_2005_q2,fund_return_2005_q1,fund_return_2004_q4,fund_return_2004_q3,fund_return_2004_q2,fund_return_2004_q1,fund_return_2003_q4,fund_return_2003_q3,fund_return_2003_q2,fund_return_2003_q1,fund_return_2002_q4,fund_return_2002_q3,fund_return_2002_q2,fund_return_2002_q1,fund_return_2001_q4,fund_return_2001_q3,fund_return_2001_q2,fund_return_2001_q1,fund_return_2000_q4,fund_return_2000_q3,fund_return_2000_q2,fund_return_2000_q1,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years,fund_return_category_rank_ytd,fund_return_category_rank_1month,fund_return_category_rank_3months,fund_return_category_rank_1year,fund_return_category_rank_3years,fund_return_category_rank_5years,load_adj_return_1year,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_peer_count,esg_score,peer_esg_min,peer_esg_avg,peer_esg_max,environment_score,peer_environment_min,peer_environment_avg,peer_environment_max,social_score,peer_social_min,peer_social_avg,peer_social_max,governance_score,peer_governance_min,peer_governance_avg,peer_governance_max
category_return_last_bear_market,,,,-0.6118203820904097,,,,-0.6896127718520358,,,,,,,,,,,,,,,,,,-0.5554038576208892,-0.8190197992175892,,,,,,,-0.8772747795436838,0.862760630137776,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6060450447224575,,,,,,,,,,,,,,-0.6116383602496973,-0.7175496190002053,,,,-0.6615550921282387,-0.7936740099646791,-0.8550111461085389,-0.5134274381477063,-0.6263221793436384,-0.6150423942104257,-0.7571159130691141,-0.5881954179792579,-0.5712865691811853,-0.7726916708036328,-0.8275310149044952,0.9478162898835762,1.0,,,,,-0.747027860918606,-0.799823004604579,0.6808180484179698,0.8201069672246198,-0.7053285416616546,-0.7681243500575645,,,,,,,-0.7239956868175051,-0.7352848859330224,-0.6193962069537157,-0.6758868081057255,0.6452075635281579,0.8104504152690655,-0.7062868632038689,-0.7482839087772974,-0.6052401345662612,-0.6461109663933822,0.8723094517986321,0.9194487720407774,,,-0.617532954613496,-0.692272590427975,-0.5003132687885468,-0.6053282215780753,-0.6583160606451991,-0.7339177800864989,-0.8259659112925974,-0.8870306315713388,0.706990263845311,0.7336823065005512,,0.5357220185414809,,,,,,-0.6050999348537277,-0.562061354688117,-0.8073671104316414,-0.5488328089682686,-0.7391344271303755,0.744703047690874,-0.8072106237795065,,,-0.7586651857748232,0.8406668042552182,,,,-0.7070748101327382,-0.6906734255306123,,-0.5788795003669921,,-0.6542504481686218,,,,0.7665177698206947,,,,,,,-0.7148851550310048,-0.7737111515301697,,-0.6360766940898783,,-0.6126881254035975,0.7295893309748457,-0.7641899453566027,-0.6885870026249119,0.9121977307938197,,,-0.8772774855458213,-0.8153325098443911,0.7605382162898184,,-0.6730320863155022,-0.7425560313372754,-0.7661230761495752,0.5153822912610633,0.828853968617335,0.546934112704146,,0.6991521595905286,,,-0.6834279479652453,,-0.7937003913434326,,,-0.7234747924508889,,-0.6708439691505209,,,-0.8501706123768669,,,,-0.9000897061074076,-0.6520433798689415,-0.8363539412605948,,-0.5307317659718511,0.8644494108397357,0.5882547443568162,,-0.7267458382097368,0.6976170048531479,,0.5033204651483533,,,,,,,-0.6588339707147307,,-0.7788576328510509,,,,,-0.7483339649502204,,-0.7744423823950773,,,,,-0.6605037367314335,,-0.789361139508148,,,,,,,,,-0.8303220620458043,-0.5652467662013927,-0.6935468526090025,-0.5872046788138903,,,,,,,,,,,,,,,,,,,
years_up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6603510075500812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8836415240432587,0.7232110488571155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
years_down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6603510075500812,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471562047585144,0.851881957274603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2020,,,,,,,,,,,,,,,,,,,0.6079969427388824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5865753778875274,,0.6941981413281718,,0.6471510922955694,0.5469773182210256,0.5745900357241022,,,,,,0.5101089198990637,,,,,,,,,,,,,,,,,,,,,,,,,0.8482239509706727,0.6606319675313219,0.7815400731951301,0.65264304713177,0.6674728910601281,0.5381486545682527,,,,,,,1.0,0.7940126990494271,0.5757257818612418,0.5227556518838328,,,0.640630157510543,0.5622483000979723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5135079889806967,,,-0.5119835593227154,,,,,,,,,0.7973060381492889,0.6971910818158658,,0.5418099111012714,,,0.5457309839959216,,,,,,,0.5698604138844171,0.6177559732385168,,,,,,,,,,,,,,0.5971411846711678,,,,,,0.5175467387977707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.521852657815065,,0.5830003720231433,-0.5223588800325326,,-0.5414919425023494,-0.604875487064202,,,,0.5836447190456912,,0.8061707921869206,,,0.5299595399726766,,0.6149402943890181,,0.765498385853706,,,0.6824108419628366,,,,0.6640436099907262,,,,,,,,,,,,0.8489977795059627,0.8057819776756805,0.6721751188786018,,,,,,,,,,,,,,,,,,,
category_return_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6552962110767203,,0.6855239647277931,0.6637062739905778,0.6155215988878473,0.754745481855216,0.5392981718255335,0.5636438073127527,,,,,0.5206777606791204,0.5214623422683716,,,,,,,,,,,,,,,,,,,,,,,,0.7584140292484688,0.826085382476439,0.7561485809687927,0.8141645592776465,0.649833403280737,0.6743974268612113,,,,,,,0.7940126990494271,1.0,0.6061081968932445,0.6551468355094844,,,0.6428040716575023,0.6914263969239094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5637479885130542,-0.6041301072154468,,-0.6499208410768429,,-0.5470473061100668,,,,,,,0.6703324843293361,0.6247207993389262,,0.5602077733307964,,,0.5605474710002186,,,,0.5137090121128389,,,0.5281248525846639,0.6162038513917658,,,,,,,,,,,,,,0.6148393578246786,,,,,,0.5311493641785953,,,,,,,,,,,,,,,,,,,,,,,-0.5601872217749951,,,,,,,-0.5608132268103848,,,,,,,,,-0.5712014173265695,,0.6281421425186046,-0.5791851209153911,,-0.5950727557102924,-0.6281547266812074,,,,,,0.729339984722632,,,,,,,0.7366233912045436,,,0.6329155320191249,,,,0.6564919678790324,,,,,,,,,,,,0.7539466212784462,0.7666135553302164,0.6580124913482441,,,,,,,,,,,,,,,,,,,
fund_return_2019,,,,0.5681046903124545,,,,0.6184846164859722,,,,,,,,,,,,,,,,,,,0.7152075510340332,,,,,,,0.7609495894775714,-0.6964688428682647,,,,,,,,,,,,,,,,,0.523983472245488,,,,,,,,,,,,,,,,,,,,,,,,,0.5677768909688745,0.500409110790607,,,,,0.7053740375460735,0.6712694456443805,0.8304812115789452,0.8245376987645185,0.8786802104684326,0.8540321115176168,0.8412440693024058,0.7949976104541105,0.7965862011720626,0.8100577094624207,-0.7302911712501312,-0.747027860918606,,,0.5757257818612418,0.6061081968932445,1.0,0.909784004003976,,,0.74436425857349,0.733263780532763,,,,,,,0.7166264832181524,0.7306995563096884,0.6073370594849692,0.6268306614741134,,,0.6680270497751395,0.684350256494233,0.5482797266925045,0.5059872951207739,-0.7522375545633269,-0.7510213839113953,,,,,,,,,0.7236346015810832,0.6896585218793609,-0.7206731441770204,-0.7393391910771311,,-0.5922416903418184,,,,,,0.7208678321981118,,0.630756962948078,0.6811925027888067,0.7846360494527775,-0.5885293252912088,0.8003884645420393,,0.5998272832254341,0.9065312866802241,-0.7535746011203124,,,,0.6964859560874043,0.6133274847812625,0.5309790675739694,0.6609142358125933,,0.5812512976085884,,,0.6837765787770977,-0.5688776383691427,,,,,,,0.7249228345065485,0.7108973525227708,,0.6322348503636115,,0.5690560041106556,-0.5616373345315181,0.7808301490516115,0.6612973527459836,-0.7055985917299639,,,0.7570691104579509,0.7214605991227613,-0.6473749325179073,,0.6752631566095881,0.6850335644908436,0.5920137651240811,,-0.6908956089874435,,,-0.6697575356449206,,,0.5405504240665034,,0.6141938513286377,,,0.5308492638499778,,,,,0.7405138411987067,,,,0.7466342723577887,0.540815227916335,0.751817877897183,,0.5210105391010876,-0.7580948314112467,-0.6723329658018204,,0.7116289777165076,-0.6926121779389309,,-0.5821871013524865,-0.5233685847906694,,,,,,0.8905234022894943,,0.6610906167733556,,,,,0.8950366465091042,,0.6532685225570382,0.6679804493758558,,,,0.8763708663563867,,0.6561853916687486,,,,,,,,,0.7117026237742842,0.8463859857570653,0.8755239507369409,0.8397450100731794,,,,,,,,,,,,,,,,,,,
category_return_2019,,,,0.6194009816128315,,,,0.7493031147235159,,,,,,,,,,,,,,,,,,0.5494204999938155,0.7832531986467929,,,,,,,0.8642855398166704,-0.8251071181919905,,,,,,,,,,,,,,,0.5156452428315971,,0.5333795486789425,0.5843388113915021,,,,,,,,,,,,,,,,,,,,,,,,0.6188805765471671,0.5533088895022074,,,,0.5436053241282346,0.7409555041503866,0.7233785190752989,0.7741940406688383,0.9000877370042601,0.8505235951662171,0.930930401197931,0.8336836040760505,0.8790083342244487,0.8137771263848044,0.8689204093570844,-0.7672722437379413,-0.799823004604579,,,0.5227556518838328,0.6551468355094844,0.909784004003976,1.0,,,0.7202780299648307,0.7898159544938178,,,,,,,0.7727174223074293,0.8100889374836507,0.5603246124900406,0.6810566110533214,,,0.6531494530739413,0.732258178204237,,0.5243359066523225,-0.7775456261952914,-0.8181340516030603,,,,,,,,,0.7397552125019378,0.7298605299816595,-0.7540746201999087,-0.8199829914127451,-0.5079729019370778,-0.6616216228489414,,,,,,0.7229054532795772,,0.6431251482159605,0.6339945649219153,0.7815188577902645,-0.5538504004657266,0.770904292529572,,,0.8405690505556892,-0.7883242830807338,,,,0.7113395808140756,0.5909322209279813,,0.6256623271757903,,0.5422010202951391,,,0.6807908717972958,-0.5580752148034791,,,,,,,0.7501355917391896,0.7400848512335844,,0.685790600168467,,0.5397984618936225,-0.5925341275926891,0.7798992445681179,0.6657210588477945,-0.7375641677619835,,,0.7925552420915369,0.7306981880948231,-0.6824663483800929,,0.6684643928155127,0.6573396357859594,0.554795892897301,,-0.7297328940007634,,,-0.6811229802938625,,,0.5433382164541086,,0.6111558092310309,,,0.5606624005400966,,0.5010805144532424,,,0.7702906920042348,-0.5088390392695824,,,0.7741000378605468,0.5308717526702628,0.7746416948347298,,0.5268974699416475,-0.7885973450428432,-0.7002440239066403,,0.7277235485258404,-0.7166289996512404,,-0.6147366299784064,,,,,,,0.8479467131779,,0.7759038695284295,,,,,0.8774453028942676,,0.7734909183018251,0.5981111516081552,,,,0.8784224421925315,,0.801587468926799,,,,,,,,,0.7387791504053569,0.7878354447956829,0.8476714309371356,0.8323488258492826,,,,,,,,,,,,,,,,,,,
fund_return_2018,,,,,,,,,,,,,,,,,,,-0.5487172691916959,,,,,,,,-0.5390206892651493,,,,,,,-0.5659589010747654,0.5539871660240895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5885533798896108,,-0.5559565983579845,,-0.5462147290207867,-0.5522238677451139,-0.5723272667323198,,,,,,,,,0.6952542601906787,0.6808180484179698,,,,,,,1.0,0.8562381019550775,,,,,,,,,,,,,0.6109902148564433,0.6750869280198126,,,,,0.5758245603076785,0.6075942121031925,,,-0.5927741804524429,-0.6642980822346479,-0.5156643840493452,-0.6314599697488609,-0.5553419712764032,-0.6819914028137347,-0.5633545673042992,-0.6517128346352535,,,,,,,,,,,-0.5144435120682365,-0.6500283940430776,,,0.7204868107251132,-0.550286768455356,,,,0.6080986469359567,,,,,-0.5219251283781818,,,,,,,,0.6506131519570434,,,,0.5599764150762988,,,,,,,,,0.5609470166996271,,,0.6595219581427204,,,-0.5380877221103726,-0.5934443038757894,,,,-0.5878688257648039,-0.6260123454987221,,0.5199440533159931,,,,,,,,-0.646754757086201,,,-0.569739981579162,,-0.5722946120526731,,,-0.5429387392726152,,,,-0.6808550362576821,-0.5331618937920726,-0.5537320286091464,,,0.5488897642723595,,,,,,,,,,,,,,,-0.6222820864047434,,,,,,,-0.6244137755707015,,,,,,,-0.6202430243571168,,,,,,,,,-0.6076650250674103,,,,,,,,,,,,,,,,,,,,,,
category_return_2018,,,,,,,,-0.5969195609266872,,,,,,,,,,,,,,,,,,,-0.6578300915106156,,,,,,,-0.696644615704255,0.6908002303709705,,,,,,,,,,,,,,,,,,0.5247697172941708,,,,,,,,,,,,,,,,,,,,,,,,,-0.6753798712254183,,-0.6194639432818196,,-0.6217627501366713,-0.6019986736002685,-0.6973598833519371,,,,,,,,,0.7773971088630285,0.8201069672246198,,,,,,,0.8562381019550775,1.0,-0.5182743802724236,-0.5891356188910681,,,,0.5201980211328272,,,,,,-0.5585126486723001,0.7078615722088006,0.8118419255540894,-0.5323972949558794,-0.6110634435819595,,-0.5974484242361694,0.6784580144327846,0.7402433711976861,,,-0.682308304685406,-0.7879850439530455,-0.6012483746519648,-0.7338710789919997,-0.6703607557608986,-0.7864206309389371,-0.6877262365877636,-0.7940692381034311,,,,,,,,,,,-0.5193316288997618,-0.7051596190913743,,-0.5219821012961701,0.7047167290686059,-0.6171589598205407,,,,0.6260282442700801,,,,-0.520847111942177,-0.5678389280818525,,,,-0.5120910360873168,,,,0.723044316963999,,,,0.6408697654697172,,,,-0.5484946212630964,,,,-0.5656623662028144,0.6273381149076267,,,0.731721296417584,,,-0.6202560029844129,-0.7035812859279393,0.5276047870758848,,,-0.6452266490008245,-0.6848868947886658,,0.6014503728469218,0.5389297719363456,,,,,-0.5586882288029495,,-0.7749685148931803,,,-0.6728163520892398,,-0.6667442816973622,,,-0.6706508507414313,,,,-0.8106804242195921,-0.6511317850686464,-0.6638726615707456,,,0.6550458392538691,,,,,,,,,,,,,,,-0.7253809398986298,,,,,,,-0.7326384395707597,,,,,,,-0.75365836395823,,,,,,,,,-0.6653415381408451,,,,,,,,,,,,,,,,,,,,,,
fund_return_2017,,,,,,,,,,,,,,,,,,,0.7825522720833231,,,,,,,,0.6332464364296032,,,,,,,0.6669091713911476,-0.6167930238450209,,,,,,,,,,,,,0.5135795260438141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5126649755014829,0.5407973158498398,0.6666900285338853,0.650832271683814,0.7463864972239334,0.7472805468994091,0.666210667406747,0.570817150912716,0.6031890989033444,0.6081924317580106,-0.6840069923614472,-0.7053285416616546,,,0.640630157510543,0.6428040716575023,0.74436425857349,0.7202780299648307,,-0.5182743802724236,1.0,0.9173501272932274,,,,,,,0.561877374328676,0.5279573431446821,0.6184130078809742,0.6294866050442163,-0.5169071938202838,-0.6758137812116022,,,0.6268583875914384,0.6196870586085145,-0.74157591574576,-0.7536847350639087,,0.5391122005775234,,0.5512917927960881,,0.5626501160081675,,,0.7062648439579816,0.7167807507031595,-0.6899840556192305,-0.6549631142448725,-0.6038802911598268,-0.7071380423194153,-0.5174186159915484,-0.6546540184472666,,,,0.5674993489593759,,0.531036011490675,0.7530506458638737,0.6900816565387015,,0.8009415290282241,,,0.7076117701884733,-0.6182704343179257,,,,0.7507457794644864,0.8125517962768329,0.8010382772790164,0.9093938132563845,,0.656229295452491,,,0.6408144179016442,-0.5788942705812343,,,,,,,0.613148596713727,0.72393867844883,,,,0.5255360489449343,-0.6162217942626477,0.7546083611727712,,-0.6700050196434317,,,0.5749568218559471,0.7844505637188779,-0.6246050059899226,,0.582242171891581,0.5806549990231736,0.6379922422065819,,-0.5916226737158894,-0.5915569915979987,,-0.6953655122713327,,,0.681629656415162,,0.6651870211648142,,,,0.5565875636174132,0.572131922459352,,,0.7459200487985116,,,,0.6854515383404735,0.5865234531377698,0.7101833873471375,,,-0.6920834625323383,-0.5987732505329045,,0.700078315644626,-0.6892308098541864,,-0.6254718624657818,-0.6075997000285532,,-0.5053484046544179,,,,0.7286797512634653,,0.514310290509113,,,,,0.8059731758455556,,0.5181920973672288,0.6123035935798475,,,,0.6996155443851712,,0.5491833401581924,,,,,,,,,0.5808542585529554,0.7069255340857442,0.8049859090547928,0.6705240679205228,,,,,,,,,,,,,,,,,,,
category_return_2017,,,,,,,,0.5586099792805813,,,,,,,,,,,,,,,,,,,0.6882337533880746,,,,,,,0.753110923800966,-0.7216464191686754,,,,,,,,,,,,,0.515962389530991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5221742897453899,0.5939912094215326,0.628102236856983,0.6999305332959936,0.6958304216942122,0.8101851604613799,0.6235471767080614,0.6129983189709454,0.5889511880129091,0.6244704658468909,-0.7197449321065003,-0.7681243500575645,,,0.5622483000979723,0.6914263969239094,0.733263780532763,0.7898159544938178,,-0.5891356188910681,0.9173501272932274,1.0,,,,,,,0.5635779175648584,0.5500439883143426,0.5952801676506576,0.699582669017577,-0.6205776204739639,-0.7577508355420743,,,0.5841757655922134,0.6794582534303388,-0.7652690994864225,-0.8323635310742749,,0.6014574120103512,,0.6232052165809313,,0.6388595366609161,,,0.7216720832236557,0.7872761087779669,-0.7096660295753161,-0.7054884748273523,-0.6293158804213894,-0.772470176265162,,-0.70502189543273,,,,0.5861418778858924,,0.5317877262032282,0.7171945157310419,0.659147411202608,,0.8104549527885321,,,0.6600096703032174,-0.618894418889643,,,,0.6975849263045898,0.7213674512308541,0.7170600721139089,0.8458593314396122,,0.6020493786401309,,,0.600033205447859,-0.5819839859175594,,,,,,,0.6016791533082747,0.7088532046185474,,,,0.5273215675692039,-0.648280862293503,0.7510821786304835,,-0.6957068011569069,,,0.592237596873577,0.7994559917595787,-0.6531025045185,,0.5598746528308326,0.5487071164308559,0.613807043808479,,-0.6166988962227489,-0.5984506700894691,,-0.7068138505093872,,,0.6951120258947417,,0.6828764887300873,,,0.5257615024374614,0.5735115225414793,0.633556298871948,,,0.7654473665390458,,,,0.7299963118556085,0.5998216995025161,0.7274296488019715,,,-0.7235401517486879,-0.6136955086258944,,0.6977078466176945,-0.7118099265475267,,-0.6357196479745352,-0.5816644975827804,,,,,,0.6968814389855271,,0.5981696310456373,,,,,0.7640847909956019,,0.6045079157535875,0.538026192839912,,,,0.6600648288734999,,0.6691505709420388,,,,,,,,,0.5885201316262602,0.6691780731930387,0.7555891580021374,0.6224600305277794,,,,,,,,,-0.5002726129114873,,,,,,,,,,
fund_return_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5139563856568293,,,0.5534594656644137,0.5841561940827342,0.5176547881438832,,,,,0.5548837892244219,,,,0.5395403300884399,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8486751232506616,-0.5142270669492974,-0.5531343538204196,,,,,,,,,0.5570679130435714,0.556820258153316,,,,,,,,,,,,,,,,,,,,,,,-0.5921641358385457,,0.5812659933129105,0.5136380684795199,,,-0.6110836603721405,,,,,,,,,,,,,0.6057941546715931,,0.5523415826483967,,,,,,,,,,,,,,,,,,0.5463032794385955,,,,0.5363951255109236,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502595645018138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
category_return_2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5841159091883781,-0.5278580901835715,,0.5921828985382055,0.6105513074896739,0.5105202403134425,,,,,0.6422051804222572,,,,0.630148783552941,,0.5456346281066042,,,,,,,,,,,,,,,,,,,,,0.8486751232506616,1.0,-0.517349618287245,-0.6308231109346264,,,,,,,,,0.5619122259395706,0.6487364462800345,,,,,,,,,,,,,,,,,,,,,,,-0.5518739406508169,,0.5780201842270607,0.5252461802663524,,,-0.5661565250641653,,,,,,,,,,,,,0.5673786498357493,,,,,,,,,,,,,,,,,,,,0.5293936742738067,,,,0.5570381364839905,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5175329943502748,,,,,,,,,,,,,,,,,,,,0.581353176566345,,,,,,,0.5754142539603156,,,-0.5459581196555428,,,,0.5518270006923628,,,,,,,,,0.502092426705302,,,,0.5075801203562276,,,0.5075801203562276,,0.575239042548761,,,0.5652564373814325,0.5240708012494101,,,,,,,,,
fund_return_2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5142270669492974,-0.517349618287245,1.0,0.8158801819996911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82562885025182,,,,,,,,,,,,,,,,,,,,,,,,0.573471444338452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5424077682631275,,,,,0.5044153309680389,,,,,,,,,,,,,,,,,,,,,-0.6205118193122481,,,,,,,,,
category_return_2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5322260281461854,,,,,,,,,,,,,,,0.5490252480491751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5201980211328272,,,-0.5531343538204196,-0.6308231109346264,0.8158801819996911,1.0,,,,,,,,,,,,,,,,,,,,-0.5482692447801732,,,,,,,,,,,,,0.7291581162805207,,,,,,,,,,,,,,,,,,,,,,,,0.5481626443441716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5103690178939594,,,,,,,,,,,,-0.5536326591850703,,,-0.5536326591850703,-0.5257923775441274,-0.6282270503395736,,,-0.5906078978757663,-0.7522991880452835,-0.5121890142511442,,,,,,,,
fund_return_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5314462893741158,,0.5113621893901071,,,,,,,,,,,,,,,,,,,,,,,,,0.537324350073146,,,,,,,,,,,,,,,,,,,,1.0,0.8455744729390539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.589846822055065,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7527114374714511,0.5913067453534986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5686166454127227,,,,,,,,,,,0.5262463782037163,,,,,,,,,,,,,,,,,,,
