,initial_investment,subsequent_investment,total_net_assets,year_to_date_return,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,morningstar_overall_rating,morningstar_risk_rating,last_dividend,last_cap_gain,annual_holdings_turnover,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,fund_prospectus_net_expense_ratio,fund_prospectus_gross_expense_ratio,fund_max_12b1_fee,fund_max_front_end_sales_load,category_max_front_end_sales_load,fund_max_deferred_sales_load,category_max_deferred_sales_load,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,asset_cash,asset_stocks,asset_bonds,asset_others,asset_preferred,asset_convertible,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,category_price_book_ratio,fund_price_cashflow_ratio,category_price_cashflow_ratio,fund_price_earning_ratio,category_price_earning_ratio,fund_price_sales_ratio,category_price_sales_ratio,fund_median_market_cap,category_median_market_cap,fund_year3_earnings_growth,category_year3_earnings_growth,fund_bond_maturity,category_bond_maturity,fund_bond_duration,category_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings_total_assets,morningstar_return_rating,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_last_bull_market,category_return_last_bull_market,fund_return_last_bear_market,category_return_last_bear_market,years_up,years_down,fund_return_2020,category_return_2020,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,fund_return_2009,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,quarters_up,quarters_down,fund_return_2021_q3,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,fund_return_2015_q3,fund_return_2015_q2,fund_return_2015_q1,fund_return_2014_q4,fund_return_2014_q3,fund_return_2014_q2,fund_return_2014_q1,fund_return_2013_q4,fund_return_2013_q3,fund_return_2013_q2,fund_return_2013_q1,fund_return_2012_q4,fund_return_2012_q3,fund_return_2012_q2,fund_return_2012_q1,fund_return_2011_q4,fund_return_2011_q3,fund_return_2011_q2,fund_return_2011_q1,fund_return_2010_q4,fund_return_2010_q3,fund_return_2010_q2,fund_return_2010_q1,fund_return_2009_q4,fund_return_2009_q3,fund_return_2009_q2,fund_return_2009_q1,fund_return_2008_q4,fund_return_2008_q3,fund_return_2008_q2,fund_return_2008_q1,fund_return_2007_q4,fund_return_2007_q3,fund_return_2007_q2,fund_return_2007_q1,fund_return_2006_q4,fund_return_2006_q3,fund_return_2006_q2,fund_return_2006_q1,fund_return_2005_q4,fund_return_2005_q3,fund_return_2005_q2,fund_return_2005_q1,fund_return_2004_q4,fund_return_2004_q3,fund_return_2004_q2,fund_return_2004_q1,fund_return_2003_q4,fund_return_2003_q3,fund_return_2003_q2,fund_return_2003_q1,fund_return_2002_q4,fund_return_2002_q3,fund_return_2002_q2,fund_return_2002_q1,fund_return_2001_q4,fund_return_2001_q3,fund_return_2001_q2,fund_return_2001_q1,fund_return_2000_q4,fund_return_2000_q3,fund_return_2000_q2,fund_return_2000_q1,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years,fund_return_category_rank_ytd,fund_return_category_rank_1month,fund_return_category_rank_3months,fund_return_category_rank_1year,fund_return_category_rank_3years,fund_return_category_rank_5years,load_adj_return_1year,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_peer_count,esg_score,peer_esg_min,peer_esg_avg,peer_esg_max,environment_score,peer_environment_min,peer_environment_avg,peer_environment_max,social_score,peer_social_min,peer_social_avg,peer_social_max,governance_score,peer_governance_min,peer_governance_avg,peer_governance_max
fund_return_2019_q4,,,,,,,,0.5917316794734215,,,,,,,,,,,0.6676075148844858,,,,,,,,0.6820264194925737,,,,,,,0.7466706310608487,-0.7016762135153677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6930147460416055,0.7026170502587921,0.6334757846511708,0.6678025326682968,0.7067502520039445,0.774797492268053,0.6533796858018979,0.6169234098699817,0.6979413799333267,0.7077469309071792,-0.8113470361074046,-0.8072106237795065,,,0.5418099111012714,0.5602077733307964,0.8003884645420393,0.770904292529572,-0.550286768455356,-0.6171589598205407,0.8009415290282241,0.8104549527885321,,,,,,,0.6787657785164483,0.6781251515366258,0.5980303106150807,0.6023961445398193,-0.5560270709364646,-0.6607121613700424,0.572744808127664,0.5739132252295751,0.6166079016834277,0.5795550031628499,-0.772707299434858,-0.7818739309338222,,,,0.5074756205769578,,0.5329197901058614,,,0.758493401850217,0.7601097428073086,-0.7025175240921692,-0.7051695332729607,,-0.6052315173567613,,,,,,0.5981944722206157,,0.7141266774810251,0.6735566424714337,0.7827232268503309,-0.649765126540771,1.0,,,0.749134162901737,-0.7725862988070663,,,,0.6468430201362785,0.752314092785036,0.5421915830942047,0.7293271963073003,,0.7211624853219005,,,0.5973749851455964,-0.7458749434922256,,,,,,,0.6719645930566815,0.8011750552007795,,0.5326562584861517,,0.6456327146504365,-0.6983124754886412,0.7771183931946594,0.5476894427906305,-0.7823185147753806,,,0.7427547742770053,0.7514262648255429,-0.7008029468453373,,0.6111983125425156,0.6382439703857449,0.6600974927728105,,-0.6779950509427504,-0.5437998397401583,,-0.6947318184169373,,,0.6972930763653221,,0.6694598939164915,,,0.5585476735334504,0.5136889784067877,0.6412362010870776,,,0.723640242333403,,,,0.7879895135531519,0.6009528935734142,0.7760207797954607,,0.511298614445144,-0.7576678993167012,-0.6430174460885529,,0.7070606553803837,-0.6770259548892664,,-0.5656759913901982,,,,,,,0.7540315483294671,,0.6865874184996631,,,,,0.8217899195807198,,0.6845896946923334,0.5403275434104176,,,,0.7184125967140744,,0.7034428602871382,,,,,,,,,0.7481781085366414,0.6859772122071619,0.7853681971330213,0.6573953877489239,,,,,,,,,,,,,,,,,,,
fund_return_2019_q3,,,,,,,,,,,,,,,,,,,-0.6435411113970635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5440270896747889,,,,,,,,-0.5336934206492433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2019_q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5414085435215703,,,,,,,,,,,,,,,,,,,,,0.6092313032956134,,0.5789099935423404,,,,,,,,,,,,0.5998272832254341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5452632636786112,,,,,,,,,,,,,,,,,,,,,,,,,,0.5761193613421164,0.5013396099102891,,,,,,,,,,,,,,,,,,,,
fund_return_2019_q1,,,,0.586332200775582,,,,0.6506133420765678,,,,,,,,,,,0.6444142623050187,,,,,,,,0.7001146414249517,,,,,,,0.7440738903024273,-0.6857809757650493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5860702115765373,0.5470527054383522,,,,,0.7376820935542093,0.7317088245536643,0.752799923958618,0.7549076703113379,0.8052880452586638,0.8053043470488843,0.8073148786194783,0.7401874925918208,0.8323399290508349,0.8310351304975071,-0.7693353366009728,-0.7586651857748232,,,0.5457309839959216,0.5605474710002186,0.9065312866802241,0.8405690505556892,,,0.7076117701884733,0.6600096703032174,,,,,,,0.766328831410842,0.7393250883685585,0.6071940460661525,0.5923737663945331,,,0.7441079298157445,0.7353341445540786,0.5948801770571327,0.5395980138284073,-0.7974885221553744,-0.7545270373719752,,,,,,,0.5225547294257307,0.5132529617353259,0.7607588087555758,0.7080628373489919,-0.7723580649124802,-0.7424684271630995,,-0.5422545921583527,,,,,,0.7495842338260372,,0.7022737258934829,0.6004434080760223,0.8040713819956467,-0.6397310045169824,0.749134162901737,,,1.0,-0.8534542409947198,,,,0.6970540581493025,0.6271604655786533,,0.6077495315805935,,0.636588200820535,,,0.5954793534237667,-0.6498572125427483,,,,,,,0.7304829399106567,0.7608051291371197,,0.6899742574895917,,0.5222854019857568,-0.5721425154052548,0.788670817809468,0.7363426170687906,-0.7704235952972135,,0.525463841070702,0.819420543032403,0.7600756390286852,-0.6589404739279122,0.5145687795164949,0.7005637158640816,0.7123139031107615,0.6539115328271142,,-0.7719538591694253,,,-0.6995402436171507,,,0.5867067444551805,,0.6398693135745264,,,0.5970687443738264,,0.5112489794891936,,,0.8015197876723029,,,,0.7485153007797356,0.5466282549373497,0.7809825174334832,,0.5142665137095166,-0.780582752085148,-0.6985559768082289,,0.7776547234427553,-0.7360355108032046,,-0.5975800745554508,-0.5494331007936182,,,,,,0.8341732677950102,,0.726278945829887,,,,,0.8700458813377274,,0.714149927216451,0.5873975193990905,,,,0.8452374714209814,,0.6950382016963346,,,,,,,,,0.7537606156917346,0.7629798600453522,0.8343710555184362,0.7973844632955736,,,,,,,,,,,,,,,,,,,
fund_return_2018_q4,,,,-0.6992580953089769,,,,-0.6948982308268201,,,,,,,,,,,,,,,,,,-0.5034865792473593,-0.7429079638616891,,,,,,,-0.7868820013656659,0.7478874211314501,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5521861079685941,,,,,,,,,,,,,,-0.698893354496327,-0.6967857440910372,,,,-0.6262538621268535,-0.8678837346476442,-0.8416707641013245,-0.563188032636768,-0.6751838074180986,-0.6512965195803605,-0.7750041134342388,-0.71387919505482,-0.7165055735309478,-0.8364598924492003,-0.8459263154597636,0.8437844144115693,0.8406668042552182,,,,,-0.7535746011203124,-0.7883242830807338,0.6080986469359567,0.6260282442700801,-0.6182704343179257,-0.618894418889643,,,,,,,-0.8720661564818637,-0.8647662581497702,-0.5795187369439231,-0.5501478230958137,,0.5042565593882267,-0.6862093622108507,-0.7088320315478478,-0.5110084444783861,,0.7868725553270884,0.7647623029316815,,,,,,,-0.5608497472715203,-0.5400670075347543,-0.7435962841807789,-0.7104290016635847,0.7721421187845974,0.8122542211595422,,0.5337056642457318,,,,,,-0.6591549366787568,-0.6269343869472006,-0.8339344587091936,-0.5227801512124902,-0.7900394312873461,0.7701161703752207,-0.7725862988070663,,,-0.8534542409947198,1.0,-0.5458366073225926,,,-0.6978509450373024,-0.6369671226811211,,,,-0.678352340362159,,,-0.5286453630311253,0.6840170250783979,,,,,,,-0.8244751646748962,-0.8102601328687514,-0.5481154262702956,-0.7848651625844447,,-0.5140588950396878,0.6398364215594571,-0.7672079546537435,-0.772177129829386,0.8269515840194046,,-0.5810619157949234,-0.887085956536687,-0.7001531053132576,0.7391931686091996,-0.5350974409971941,-0.5853003834083821,-0.674592575170511,-0.6473038951080569,,0.7752571400590671,,,0.7011034416211666,,,-0.6386306903747817,,-0.6105934596597807,,,-0.5888144640904981,,-0.5221426823304114,,,-0.7844814190999686,,,,-0.7810248199129373,-0.513953319467376,-0.788842653233816,,,0.8162728055970213,0.6433859472183902,,-0.7410495741068165,0.6995616837113727,,0.5203704822971384,,,,,,,-0.7021389231168906,,-0.790789692508383,,,,,-0.8048886524393349,,-0.773553407639169,,,,,-0.7759442653395301,,-0.731214997462649,,,,,,,,,-0.868877674924549,-0.5993643459327281,-0.7497989799735695,-0.7159799356820084,,,,,,,,,,,,,,,,,,,
fund_return_2018_q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5265718053240872,0.57745464978352,0.5917037386647609,0.5453296213589949,0.7427448752200124,0.6746451148224278,0.5559093947869653,0.5407558031387723,,,,,,,,,,,,,,,,,,,0.7136218230385575,0.6398994898642294,,,,,,,,,,,,,,,,,,,,,-0.7204550551199935,-0.6215239747646141,,,,,,,0.5666112434678384,,,,,,,,,,,-0.5458366073225926,1.0,,,,,,,,,,,,,,,0.5033936873233528,,,,0.6865110035936007,,0.6404280136383174,0.6878691740813264,,,,,0.5649515006243516,,,,0.5037423491725638,,-0.5031218315563819,,,,,,,,,,,,,,,,,,,,,,,-0.5517668012941782,,,,,,,,,-0.6589606203585058,,,,,,,,,,,,0.5265912936873717,,,,,,,0.5644368737786158,,,0.5086278098416934,,,,0.6657810223031491,,,,,,,,,,,,0.5281038179462777,0.579153938701812,0.6924887044301331,,,,,,,,,,,,,,,,,,,
fund_return_2018_q2,,,,,,,,,,,,,,,,,,,-0.6108655215708695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5194817398895082,,,,,,,,,,,,,,,,,,,,,,0.5203714284306805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5214038548971068,,,,,,,0.5307208916089438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2018_q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5137090121128389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5624894992279129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2017_q4,,,,0.5433875720418975,,,,0.5847655634931117,,,,,,,,,,,,,,,,,,,0.6842797645608184,,,,,,,0.6811185314300446,-0.6500873582515302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5432026474114574,0.5227640538801342,,,,,0.6573895865901858,0.6169637513268408,0.5966466605214851,0.6379154901046795,0.6904761012202618,0.7117226844684669,0.6623646521985088,0.6057347981321379,0.6758465925999739,0.6856196985289443,-0.6751658349888323,-0.7070748101327382,,,,,0.6964859560874043,0.7113395808140756,,-0.520847111942177,0.7507457794644864,0.6975849263045898,,,,,,,0.6300973752229758,0.6102277031386744,0.510154544500613,,,-0.5335024226874759,0.538538095092282,0.5127985337780061,,,-0.717861323284259,-0.707673574753578,,,,,,,,,0.6099711398982068,0.6236160161461527,-0.6416721485306478,-0.6685638167500713,,-0.5467838812673671,,,,,,0.6518552865956878,,0.5733065520473417,0.5872352035059936,0.6263975538044784,-0.544096516693563,0.6468430201362785,,,0.6970540581493025,-0.6978509450373024,,,,1.0,0.5965704979669614,,0.5477627804570081,,,,,0.5504380451541865,-0.5126296126520803,,,,,,,0.6896705312328254,0.5760419112116238,,0.5580492376167732,,,-0.5717270453712968,0.6775893709510522,0.5624049033944136,-0.6432323364988582,,,0.694612602525229,0.6600640158291744,-0.6292273720181575,,0.58285573357989,0.5782640662168866,0.5553951768825088,,-0.6389458016922008,,,-0.6320961069139444,,,0.6271870093468881,,0.5765701977519444,,,,,,,,0.6526612883004778,,,,0.677776764698137,,0.6417027012012606,,,-0.6895629894818052,-0.5556697325104055,,0.6350410089108861,-0.6219192520677234,,,,,,,,,0.6745652283520543,,0.5743830575886429,,,,,0.7402596758038543,,0.5682657284302198,0.5263566045752626,,,,0.7019604813585651,,0.5667101811037941,,,,,,,,,0.6668057478539431,0.6251301664885535,0.7182824945338758,0.6667964125259416,,,,,,,,,,,,,,,,,,,
fund_return_2017_q3,,,,,,,,,,,,,,,,,,,0.7984431951424728,,,,,,,,0.5730607116548062,,,,,,,0.5898941603434507,-0.5436202951717342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5427978472522711,0.5988166661124494,,,0.6014033787123683,0.6159648827957851,0.5136432136989613,,0.5938057141624926,0.5740859207076175,-0.7224007957158826,-0.6906734255306123,,,,,0.6133274847812625,0.5909322209279813,-0.5219251283781818,-0.5678389280818525,0.8125517962768329,0.7213674512308541,,,,,,,0.505915544987272,,,,,-0.6275156146773316,,,0.5880751782484639,0.5641521831803429,-0.6688777605281021,-0.6785228624337778,,,,,,0.5578041043973411,,,0.6497831485698174,0.6749008995710737,-0.6117018187571835,-0.5663968576430709,,-0.5249534383107846,,,,,,0.5364294523195993,,0.6073591436866623,0.548790542072156,0.6350505131616259,-0.5427422305529715,0.752314092785036,,,0.6271604655786533,-0.6369671226811211,,,,0.5965704979669614,1.0,,0.642960657884357,,0.6567371792106419,,,,-0.6544835393136258,,,,,,,0.535220943030628,0.6839353830988155,,,,0.5038708628199895,-0.613919740340193,0.6437871522741775,,-0.6773840751545339,,,0.604840641740956,0.7034990325312521,-0.5601516978252393,,0.5276424952483683,0.5552542268111768,0.6105180266097552,,-0.5753192327564448,-0.5615205983799706,,-0.5852831260067709,,,0.6414403669530365,,0.6228989823853233,,,,,0.5938228225180009,,,0.6357470537479796,,,,0.6425134899398961,0.5283744565239047,0.6364776660913152,,,-0.6836508172896602,-0.5415694021076528,,0.674953268313785,-0.6429882561116791,,,,,,,,,0.583764782411873,,0.5374787557298296,,,,,0.7069801235569066,,0.5550555464623111,,,,,0.5791534509546035,,0.5734131268887284,,,,,,,,,0.6137479974861455,0.5234467557008693,0.6762066044996131,0.5250058325396341,,,,,,,,,,,,,,,,,,,
fund_return_2017_q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5413669984671494,,0.5541301743977153,0.5046994355948733,0.5246970838714701,,,,,,,,0.5698604138844171,0.5281248525846639,0.5309790675739694,,,,0.8010382772790164,0.7170600721139089,,,,,,,,,0.5594712152725495,0.5647170852360526,,,,,,,,,,,,,,,,,,,,,,-0.5698285395977324,,-0.5612154831126651,,,,,,,0.6316464166799967,,,0.5421915830942047,,,,,,,,,,1.0,0.7299061338626941,,,,,0.5536033429942941,,,,,,,,,0.5109765009282518,,,,,,0.535076450186056,,,,,,0.536259539921672,,,,,,,,,,,,,,,,,,,,,,,0.5246174960112401,,,,,,,,,,,,,,,,,,,,,,0.5239289972808483,,,,,,,0.5715160006690659,,,0.5121565012436292,,,,0.509542433526061,,,,,,,,,,,,0.5576818603700032,0.6050559336404702,0.523362921179019,,,,,,,,,,,,,,,,,,,
fund_return_2017_q1,,,,,,,,,,,,,,,,,,,0.8848863343720987,,,,,,,,0.5241669526277688,,,,,,,0.561427947050751,-0.512008758025396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6207243414177849,0.581087295520641,0.6729951903410923,0.6509833755958259,0.5778982241902509,,,,-0.5589896369774975,-0.5788795003669921,,,0.6177559732385168,0.6162038513917658,0.6609142358125933,0.6256623271757903,,,0.9093938132563845,0.8458593314396122,,,,,,,,,0.5394158308385196,0.535408115598603,,-0.6019873298230103,,,0.6129618336418953,0.6058861245732876,-0.6287919904025145,-0.647275411723739,0.5036788880600108,0.5741989742141705,,,,0.5317202417141277,,,0.6267468335331942,0.6249861981539164,-0.5969980905547644,-0.5443582778235252,-0.5870071843898161,-0.6757553461356759,-0.530309104502428,-0.6668354349759404,,,-0.6247340597094302,,,,0.7096143034482751,0.6354683346718183,,0.7293271963073003,,,0.6077495315805935,,,,,0.5477627804570081,0.642960657884357,0.7299061338626941,1.0,,0.5883929344863306,,,0.5682653771672683,-0.5389580422464989,,,,,,,,0.6375342090947375,,,,0.5166152812373214,-0.5384191361389554,0.6565244727346541,,-0.5453405956577823,,,,0.7170742023518307,-0.5127047237857953,,0.558056098175225,,0.5394951667306876,,,-0.569689296799623,,-0.5991713499682043,,,0.6027017018456853,,0.5758229347661474,,,,0.5371626655984078,0.5309181042764239,,,0.6475972094398112,,,,0.5919172816329286,0.5294895915803175,0.617817529452279,,,-0.569917412901463,-0.576631602533258,,0.6096917540309988,-0.6107662215573242,,-0.6105898050457531,-0.6015087236704149,,,,,,0.6659362560038473,,,,,,,0.7042845287582935,,,0.5609945754648984,,,,0.6006898282160819,,,,,,,,,,,,0.6556685980465737,0.706496180643746,0.5769614954611939,,,,,,,,,,,,,,,,,,,
fund_return_2016_q4,,,,0.5754137333775042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5008966033374499,,,,,,,,,,,,,,0.5752163331593942,0.6172671983637918,,,,0.5192064335991499,0.5715759595134698,,,,,,,,,,,,,,,,,,,,,,0.6057941546715931,0.5673786498357493,,,,,0.558065920483092,0.5641601887580986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7279947985962071,,,,-0.506259349363197,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5399480973014057,,0.571894604784158,0.6080276060177993,,,,,0.6105888189658083,,,,0.5157562293849178,,,,,,,,,,,,,-0.5201941741673981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5516152915987375,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5036817343144281,,,,,,,,,,,,,,,,,,,,,,
fund_return_2016_q3,,,,,,,,,,,,,,,,,,,0.6664286869352583,,,,,,,,,,,,,,,0.5224715311811313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5213075229057931,,,,,,,,,,,,,,,0.5934656030751818,0.6388204266566924,,,0.5958428022163013,0.6015780448274956,0.5753450186845267,,0.5985425808844026,0.5892683649985518,-0.6942808573106025,-0.6542504481686218,,,,,0.5812512976085884,0.5422010202951391,,-0.5120910360873168,0.656229295452491,0.6020493786401309,,,,,,,0.6109023990108005,0.5582509812183926,0.5828339092587402,0.5193927132458339,-0.5257609310219163,-0.539812356984055,0.5708239930726313,0.5409291966574277,0.6624710446773137,0.5855061138322244,-0.6664031436733135,-0.6144932220773268,,,,,,,,,0.754190200126102,0.6724204883853232,-0.626139596655324,-0.5540592608992538,,,,,,,,,,0.6882315242270947,,0.6741122060679205,-0.5636985703901705,0.7211624853219005,,,0.636588200820535,-0.678352340362159,,,,,0.6567371792106419,,0.5883929344863306,,1.0,,,,-0.6736033962349129,,,,,,,0.5962659754767835,0.7355151328694853,,,,,-0.6158852059849448,0.7112480476501915,,-0.6977256026814541,,,0.6490941183879553,0.6369341748066715,-0.5607576503718003,,,0.5887040825375408,0.6769242426011289,,-0.5987997852412401,,,-0.6347203953871386,,,0.6178508324320838,,0.5759782195786719,,,0.5139601960891184,,0.5058137475949429,,,0.6928698204450807,,,,0.656372957579216,0.6267674838837065,0.712133291430177,,0.5124858942855586,-0.6746151445787032,-0.5767123097285797,,0.7702903580700967,-0.6629940549289567,,,-0.5198162433983885,,,,,,0.5954360268237752,,0.5597342880589071,,,,,0.7154139458625797,,0.5540957784660773,,,,,0.6200279811239241,,0.5446597713862131,,,,,,,,,0.6589367339190293,0.5270489766028577,0.6847019358070547,0.5719524440726936,,,,,,,,,,,,,,,,,,,
fund_return_2016_q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5523415826483967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5477004192899488,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512230684528769,,,,,,,,,,
fund_return_2016_q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6189427639179718,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,-0.6090110326989784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5024365531756868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
